Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation? If the answer is ""None of these,"" leave the rest of the answers blank.","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,"Select at least one option every time. Which HUC 6 watershed(s) did the study take place? IF it includes a whole state select the state, IF it includes ALL of the watersheds within the CRB select the appropriate box (US. vs. Canada vs. both). IF it is all of one state and part of another, select the whole state and then select the individual HUC6s from the other state. See codebook.","Enter place name and GPS points if they are easily identifiable (e.g., study includes point data). Separate multiple points with a semi-colon. See codebook for format details. Example: Wallowa Mountains; 45.180 , -117.480; Yellowstone National Park; 44.584418,-111.0758737",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
6/12/2018 9:18:01,PE,Conservation of caribou (Rangifer tarandus) in Canada: an uncertain future,430,Impacts,No,Yes,Forest: temperate,Western US and/or Western US plus Canada,All in CRB Canada,NA/Not appropriate for point data,NA,Ecology,"Terrestrial wildlife, Species range shifts, Wildfire, Timber production/Silviculture, Management, LAND USE CHANGE",NA,NA,NA,Yes
5/15/2018 11:57:06,MF,Mountain pine beetle host-range expansion threatens the boreal forest,431,Impacts,No,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB Canada,This study includes a case study map with more than 5 study locations over large extent,NA,"Forestry, Ecology","Temperature, Pests and disease, Species range shifts, Forest Ecology","look at temperate species, but the focus is in boreal biome which is not in the CRb",NA,NA,Yes
4/25/2018 13:46:57,AM,Mountain pine beetle host-range expansion threatens the boreal forest,431,Impacts,No,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB Canada,This study includes a case study map with more than 5 study locations over large extent,NA,Ecology,"Temperature, Pests and disease, Entomology, Forest Ecology",NA,NA,NA,Yes
7/4/2018 15:31:09,CC,"Empirical modeling of spatial and temporal variation in warm season nocturnal air temperatures in two North Idaho mountain ranges, USA",432,Impacts,No,No,"Grassland: temperate, Forest: temperate","1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0101 - Kootenai,"Boundary County; 48.827975, -116.466682",NA,Meteorology and Climatology,"Temperature, Precipitation, Mathematics, Modeling in complex terrain",NA,"specific to climate in north idaho, unique dataset using hobo sensors",NA,Yes
5/14/2018 11:28:35,MF,"Empirical modeling of spatial and temporal variation in warm season nocturnal air temperatures in two North Idaho mountain ranges, USA",432,Impacts,No,Yes,"Alpine/tundra, Grassland: temperate","1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0101 - Kootenai,This study includes a case study map with more than 5 study locations over large extent,NA,Meteorology and Climatology,"Temperature, climate modeling",NA,NA,NA,No
7/5/2018 16:47:17,CC,AN APPLICATION OF STATISTICS IN CLIMATE CHANGE: DETECTION OF NONLINEAR CHANGES IN A STREAMFLOW TIMING MEASURE IN THE COLUMBIA AND MISSOURI HEADWATERS,433,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,website wasn't working; also seems like a book chapter...,NA,NA,NA
5/9/2018 12:47:26,AM,AN APPLICATION OF STATISTICS IN CLIMATE CHANGE: DETECTION OF NONLINEAR CHANGES IN A STREAMFLOW TIMING MEASURE IN THE COLUMBIA AND MISSOURI HEADWATERS,433,Other reason this should be excluded from the corpus,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This is a book chapter, not a journal article.",NA,NA,NA
5/30/2018 10:12:46,CC,Climate Change and Bark Beetles of the Western United States and Canada: Direct and Indirect Effects,434,Impacts,Yes,Yes,Forest: temperate,Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Species Invasion, Pests and disease, Species range shifts, Forest Ecology",NA,good review paper about climate impacts and MPB in the Western US,"Bark beetle response to climate change can be characterized by
a high degree of complexity and uncertainty, as populations
are influenced directly by shifts in temperature and indirectly
through climatic effects on community associates and
host trees.",No
5/17/2018 14:32:16,SH,Climate Change and Bark Beetles of the Western United States and Canada: Direct and Indirect Effects,434,Impacts,Yes,Yes,Forest: temperate,Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,"Forestry, Ecology","Temperature, Precipitation, Pests and disease, Forest Ecology",NA,NA,NA,No
6/26/2018 15:24:11,CC,Decreased winter severity increases viability of a montane frog population,435,Impacts,No,No,"Forest: temperate, Freshwater: wetlands, Freshwater: streams and rivers",1-100 km2 (HUC 12 is 100 km2),0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s),"Little Rock Creek Basin; 46.151555, -114.371250",NA,Ecology,"Temperature, Precipitation, Snow, Aquatic habitat, Species range shifts",NA,NA,amphibians in mountain environments,Yes
6/12/2018 9:28:33,PE,Decreased winter severity increases viability of a montane frog population,435,Impacts,No,No,Forest: temperate,1-100 km2 (HUC 12 is 100 km2),0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s),"46.0337317,-114.4452581",NA,"Meteorology and Climatology, Biology","Temperature, Precipitation, Snow, Water quality, Water quantity, Aquatic habitat, Terrestrial wildlife, Species range shifts",NA,NA,NA,Yes
5/25/2018 12:11:21,CC,Downscaling hydroclimatic changes over the Western US based on CAM subgrid scheme and WRF regional climate simulations,436,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, orographic effects",NA,NA,Good general discussion about climate models and the influence of mountains,No
4/25/2018 13:52:00,AM,Downscaling hydroclimatic changes over the Western US based on CAM subgrid scheme and WRF regional climate simulations,436,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting",NA,NA,NA,No
7/4/2018 14:34:10,CC,Analysis of potential impacts of climate change on forests of the United States Pacific Northwest,437,Impacts,Yes,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Wildfire, Timber production/Silviculture, Forest Ecology, Policy",NA,NA,NA,No
5/14/2018 11:33:29,MF,Analysis of potential impacts of climate change on forests of the United States Pacific Northwest,437,Impacts,Yes,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Timber production/Silviculture, Dendrochronology",NA,NA,NA,No
7/5/2018 15:52:33,CC,Mycorrhizal networks and complex systems: Contributions of soil ecology science to managing climate change effects in forested ecosystems,438,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB Canada,NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Species range shifts, Soils, Management",NA,NA,NA,No
5/11/2018 9:29:36,AM,Mycorrhizal networks and complex systems: Contributions of soil ecology science to managing climate change effects in forested ecosystems,438,Adaptation,No,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB Canada,NA/Not appropriate for point data,NA,Ecology,"Temperature, Forest Ecology, Soils, Management",Not spatially specific; more conceptual.,NA,NA,No
5/30/2018 10:19:41,CC,PRECIPITATION AND TEMPERATURE ESTIMATION ERROR AT ALPINE TREELINE ECOTONES USING THE MOUNTAIN CLIMATE SIMULATOR MODEL (MT-CLIM),439,Impacts,No,No,Alpine/tundra,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,"Geography (seems really appropriate for this paper, it is methods focused)","Temperature, Precipitation, Snow",NA,NA,NA,No
5/17/2018 14:35:18,SH,PRECIPITATION AND TEMPERATURE ESTIMATION ERROR AT ALPINE TREELINE ECOTONES USING THE MOUNTAIN CLIMATE SIMULATOR MODEL (MT-CLIM),439,Impacts,No,Yes,"Alpine/tundra, Forest: temperate",Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Snow, Species range shifts, Forest Ecology",NA,NA,NA,No
6/26/2018 12:38:13,CC,Synthesis of sediment yields after wildland fire in different rainfall regimes in the western United States,440,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Wildfire, Forest Ecology, Soils",NA,NA,NA,Yes
6/12/2018 9:35:41,PE,Synthesis of sediment yields after wildland fire in different rainfall regimes in the western United States,440,Impacts,No,Yes,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),This study includes a case study map with more than 5 study locations over large extent,NA,Forestry,"Precipitation, Groundwater, Water quantity, Wildfire, Soils, Management",NA,NA,NA,No
5/25/2018 12:30:23,CC,Decision support for evaluating landscape departure and prioritizing forest management activities in a changing environment,441,Impacts,Yes,Yes,Forest: temperate,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",0300 - Yakima,"Gotchen Creek LSR; 46.0084543, -121.5086928",NA,Forestry,"Temperature, Precipitation, Species range shifts, Management",NA,NA,NA,No
4/25/2018 14:12:23,AM,Decision support for evaluating landscape departure and prioritizing forest management activities in a changing environment,441,Adaptation,Yes,No,Forest: temperate,1-100 km2 (HUC 12 is 100 km2),0701 - Middle Columbia,Couldn't get coordinates.,NA,"Policy or management, Ecology","Temperature, Precipitation, Wildfire, Timber production/Silviculture, Forest Ecology",NA,NA,NA,No
7/4/2018 14:24:05,CC,US Forest Service bark beetle research in the western United States: Looking toward the future,442,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Species Invasion, Pests and disease, Wildfire, Forest Ecology",NA,NA,NA,NA
5/14/2018 11:37:33,MF,US Forest Service bark beetle research in the western United States: Looking toward the future,442,Impacts,No,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,"Policy or management, Ecology","Temperature, Precipitation, Pests and disease, Entomology, Forest Ecology, Attitudes and Beliefs, Policy, Management",NA,NA,NA,No
5/8/2018 15:38:51,MF,Douglas-fir growth in mountain ecosystems: Water limits tree growth from stand to region,443,Impacts,No,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0101 - Kootenai, 0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0200 - Upper Columbia",This study includes a case study map with more than 5 study locations over large extent,NA,"Meteorology and Climatology, Forestry","Temperature, Precipitation, Forest Ecology, Dendrochronology",NA,NA,NA,Yes
5/3/2018 18:15:34,AM,Douglas-fir growth in mountain ecosystems: Water limits tree growth from stand to region,443,Impacts,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s), 0200 - Upper Columbia",This study includes a case study map with more than 5 study locations over large extent,NA,"Forestry, Ecology","Temperature, Precipitation, Timber production/Silviculture, Forest Ecology",NA,NA,NA,Yes
7/5/2018 16:10:48,CC,"Past, present, and future old growth in frequent-fire conifer forests of the Western United States",444,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA,NA,Forestry,"Temperature, Precipitation, Species range shifts, Forest Ecology, Soils, Management",NA,NA,NA,No
5/11/2018 9:36:43,AM,"Past, present, and future old growth in frequent-fire conifer forests of the Western United States",444,Adaptation,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Forestry,"Temperature, Terrestrial wildlife, Wildfire, Timber production/Silviculture, Forest Ecology, Soils, Management",Not spatially explicit. Difficult to choose between adaptation and impacts.,NA,NA,No
6/22/2018 16:50:41,CC,Empirical analyses of plant-climate relationships for the western United States,445,Impacts,No,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Species range shifts, Forest Ecology",NA,"Very broad overview of the plants, CC, and the West.",NA,No
5/17/2018 14:41:44,SH,Empirical analyses of plant-climate relationships for the western United States,445,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,"All CRB, both US and Canada (if this is selected then do NOT select the states as well)",NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, plants",NA,NA,NA,No
6/26/2018 12:04:54,CC,Variation in the relationship between snowmelt runoff in Oregon and ENSO and PDO,446,Impacts,No,Yes,"Freshwater: ponds and lakes, Freshwater: streams and rivers","25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","0702 - John Day, 0703 - Deschutes",7 rivers in eastern oregon,NA,Hydrology,"Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting",More focused on oscillations than climate change,NA,NA,No
6/12/2018 9:46:47,PE,Variation in the relationship between snowmelt runoff in Oregon and ENSO and PDO,446,Impacts,No,Yes,Freshwater: streams and rivers,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.), 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes","45.484000, -117.433012; 44.3889452,-119.7978092; 43.7951173,-122.0951815",NA,"Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Climate Oscilations (ENSO, PDO), Streamflow/stream forecasting, Water quantity, Management, Natural Disasters",NA,NA,NA,No
5/25/2018 12:36:14,CC,Effects of climate change on range expansion by the mountain pine beetle in British Columbia,447,Impacts,Yes,Yes,Forest: temperate,Western US and/or Western US plus Canada,"Kooteney (Canada), Columbia (Canada), Okanagan (Canada)",NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Species Invasion, Pests and disease, Species range shifts, Forest Ecology",NA,NA,NA,No
