Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it most address climate change impacts, adaptation, or mitigation? If the answer is ""None of these"", leave the rest of the answers blank.","If this paper addresses impacts then select the type of impact. If not, skip the question.","What is the spatial resolution of data in this paper? (i.e., minimum unit of observation)",What is the spatial extent of data in this paper? ,"Where was the study conducted? Please copy-paste coordinates of your best approximation of the study location in google maps. If you click something besides ""other"", then no need to fill out HUCs.",In what biome(s) is this research conducted? ,"If the paper has a smaller spatial extent than the Pacific Northwest, what HUC 6 watersheds was the study in? (Select watershed if in Canada; leave out the starting ""17"").",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address? ,List concerns or uncertainty when coding this paper. ,Copy and paste or summarize content related to our research questions. ,Copy and paste or summarize content related to research in mountainous environments. 
2/3/2018 20:06:58,PE,"ESTIMATING LAND COVER-INDUCED INCREASES IN DAYTIME SUMMER TEMPERATURES NEAR MT. ADAMS, WASHINGTON",102,Impacts,Climate change implications,Point or plot scale,>10km2 - 100km2 (smaller than HUC 12),"46.2023677,-121.4998255",Alpine/tundra,0701 - Middle Columbia,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Forestry,"Temperature, Glaciers, Forest Ecology, Soils",,,
2/1/2018 10:01:23,SH,"ESTIMATING LAND COVER-INDUCED INCREASES IN DAYTIME SUMMER TEMPERATURES NEAR MT. ADAMS, WASHINGTON",102,effects of land cover change that may interact with climate change,Climate change implications,Point or plot scale,>10km2 - 100km2 (smaller than HUC 12),Washington,Forest: temperate,"0300 - Yakima, 0701 - Middle Columbia, 0800 - Lower Columbia","Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study","Meteorology and Climatology, Forestry","Temperature, Snow, Glaciers, Timber production/Silviculture",,,"Our results demonstrate that differences in regional tempera-tures caused by industrial-scale logging are large enough to play a significant role in other physical  system  responses,  such  as  the  retreat  of  alpine  glaciers  near  logged  forests.  Because industrial-scale logging is globally pervasive and operates in the same timescale and direction as global warming trends, forcings due to land cover change may have been heretofore overlooked as a cause of the retreat of some glacier systems."
1/9/2018 10:04:04,AM,Influence of bioclimatic variables on tree-line conifer distribution in the Greater Yellowstone Ecosystem: implications for species of conservation concern,103,Impacts,"Projected impacts, Climate change implications",Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.5844248,-111.0744994",Forest: temperate,"0401 - Snake headwaters, 0402 - Upper Snake",Points in an observation network (e.g. SNOTEL),Ecology,"Temperature, Precipitation, Forest Ecology, Management",,,
1/29/2018 20:31:21,CMC,Influence of bioclimatic variables on tree-line conifer distribution in the Greater Yellowstone Ecosystem: implications for species of conservation concern,103,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Greater Yellowstone Ecosystem,"Grassland: temperate, Forest: temperate","0200 - Upper Columbia, 0401 - Snake headwaters, 0402 - Upper Snake","Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study,  US Forest Service Forest Inventory and Analysis Program",Forestry,"Pests and disease, Range Shifts, Forest Ecology, Management",,," Given predicted changes in climate, it is reasonable to predict an overall decrease in pinedominated subalpine forests in the Greater Yellowstone Ecosystem. In order to manage these forests effectively with respect to future climate, it may be important to focus attention on monitoring dry mid- and high-elevation forests as harbingers of long-term change. 698"
1/30/2018 15:17:35,DH,"Assessing community vulnerability: A study of the mountain pine beetle outbreak in British Columbia, Canada",104,Adaptation,,Point or plot scale,Western US and/or Western US plus Canada,British Columbia,"Forest: temperate, Forest: boreal (N of 50 degrees)","Kooteney (Canada), Columbia (Canada), Okanagan (Canada)","Point data NOT collected specifically for this study, Primary social data (e.g., interviews conducted for this study), Secondary social data (e.g., census data, existing survey data), Policy data","Anthropology/sociology, Policy or management","Temperature, Timber production/Silviculture, Forest Ecology, Agriculture, Community resilience (human), Attitudes and Beliefs, Policy, Management",,,
1/30/2018 11:31:15,MF,"Assessing community vulnerability: A study of the mountain pine beetle outbreak in British Columbia, Canada",104,Adaptation,,"Point or plot scale, Survey/focus group","Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","51.5732077,-121.849399; 50.4995918,-116.0681115",Forest: temperate,"Kooteney (Canada), Columbia (Canada)","Primary social data (e.g., interviews conducted for this study), Secondary social data (e.g., census data, existing survey data), Policy data, Review",Anthropology/sociology,"Pests and disease, Forest Ecology, Community resilience (human), Attitudes and Beliefs, Policy, Management",,,
1/27/2018 15:47:27,MF,"Conifer cover increase in the greater yellowstone ecosystem: Frequency, rates, and spatial variation",105,Impacts,Climate change implications,1-900 m2 (1-30m; Landsat size or smaller),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",,Forest: temperate,0402 - Upper Snake,Gridded or polygons,"Forestry, Ecology","Temperature, Range Shifts, Timber production/Silviculture, Forest Ecology",,,
1/24/2018 12:18:37,PE,"Conifer cover increase in the greater yellowstone ecosystem: Frequency, rates, and spatial variation",105,Mitigation,Observed impacts,900m2 - 1km2,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","44.4279828,-110.597209",,0402 - Upper Snake,Gridded or polygons,Forestry,"Temperature, Forest Ecology, Soils","Subapline environment, not listed",,
2/5/2018 10:51:18,CMC,"Inbreeding and conservation genetics in whitebark pine
",106,Adaptation,,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Western United States, British Columbia",Forest: temperate,,Point data collected specifically for this study,Forestry,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Management",,,
1/26/2018 17:01:52,DH,Inbreeding and conservation genetics in whitebark pine,106,Impacts,"Observed impacts, Climate change implications",Point or plot scale,Western US and/or Western US plus Canada,British Columbia,Alpine/tundra,"Kooteney (Canada), Columbia (Canada), Okanagan (Canada)",Point data collected specifically for this study,Forestry,"Species Invasion, Pests and disease, Range Shifts, Wildfire, Forest Ecology, Soils",,,
1/29/2018 14:17:50,AM,Linking observed and general circulation model upper air circulation patterns to current and future snow runoff for the Rocky Mountains,107,Impacts,Projected impacts,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Grassland: temperate, Forest: temperate, Forest: boreal (N of 50 degrees), Desert: semi-arid desert, Freshwater: ponds and lakes, Freshwater: wetlands, Freshwater: streams and rivers",,Gridded or polygons,Meteorology and Climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity","Really continental North America more than western US; they analyze connections to streamflow, but not in the CRB. ",,
2/12/2018 9:14:34,SH,Linking observed and general circulation model upper air circulation patterns to current and future snow runoff for the Rocky Mountains,107,Impacts,Projected impacts,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",Western US and/or Western US plus Canada,"Washington, Idaho, British Columbia, Montana, Alberta",Freshwater: streams and rivers,,Gridded or polygons,"Meteorology and Climatology, Hydrology",Streamflow/stream forecasting,,,
2/3/2018 20:17:07,PE,Pacific northwest climate sensitivity simulated by a regional climate model driven by a GCM. Part II: 2xCO(2) simulations,108,Impacts,Observed impacts,>1km2 - 10km2 (city of Moscow is 2.6 km2),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Washington, Oregon, Idaho, Montana",,,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Meteorology and Climatology,"Temperature, Precipitation, Snow, Carbon Emissions",,,
2/1/2018 11:58:34,SH,Pacific northwest climate sensitivity simulated by a regional climate model driven by a GCM. Part II: 2xCO(2) simulations,108,Impacts,"Projected impacts, Observed impacts",>1km2 - 10km2 (city of Moscow is 2.6 km2),Western US and/or Western US plus Canada,Western United States,,,Gridded or polygons,Meteorology and Climatology,"Temperature, Precipitation",modeling paper,,
1/9/2018 10:08:01,AM,Phenology-mediated effects of climatic change on some simulated British Columbia forests,109,Impacts,Projected impacts,Not clear,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",British Columbia,"Forest: temperate, Forest: boreal (N of 50 degrees)","Kooteney (Canada), Columbia (Canada), Okanagan (Canada)","No data (example: conceptual modeling only), Data usage unclear",Ecology,"Temperature, Precipitation, Range Shifts, Forest Ecology",Data is unclear. ,,
1/29/2018 20:43:08,CMC,Phenology-mediated effects of climatic change on some simulated British Columbia forests,109,Impacts,Projected impacts,ecological climate zones of Canada,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",British Columbia,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert",,"No data (example: conceptual modeling only), mapping bio-ecological zones and climate modeling",Forestry,"Range Shifts, Forest Ecology","Pretty broad, maybe a seminal piece though",,
1/30/2018 15:20:24,DH,High-temperature tolerance of Artemisia tridentata and Potentilla gracilis under a climate change manipulation,110,None of these or not in the CRB,,,,,,,,,,no site location. ,,
1/30/2018 11:37:09,MF,High-temperature tolerance of Artemisia tridentata and Potentilla gracilis under a climate change manipulation,110,None of these or not in the CRB,,,,,,,,,,Plant data not collected in CRB,,
1/27/2018 15:53:21,MF,AREAL EXTENT OF SEASONAL SNOW COVER IN A CHANGED CLIMATE,111,Can't find paper,,,,,,,,,,,,
2/5/2018 10:57:25,CMC,Distribution models for mountain plant species: The Value of Elevation,112,Impacts,Climate change implications,Western US and/or Western US plus Canada,"PNW, BC, Alaska","Columbia River Basin, British Columbia",,,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Biology,"Temperature, Precipitation, Range Shifts, micro-climates",,,discussion about mountain plant adaptations to climate change
1/26/2018 17:06:00,DH,Distribution models for mountain plant species: The value of elevation,112,Way bigger than western US. ,,,,,,,,,,,,
1/20/2018 11:05:01,AM,Projected changes in snowfall extremes and interannual variability of snowfall in the western United States,113,Impacts,Projected impacts,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Forest: temperate",,Points in an observation network (e.g. SNOTEL),Meteorology and Climatology,"Temperature, Precipitation, Snow",,,
3/6/2018 19:55:44,SH,Projected changes in snowfall extremes and interannual variability of snowfall in the western United States,113,Impacts,Projected impacts,1-900 m2 (1-30m; Landsat size or smaller),Western US and/or Western US plus Canada,Western United States,,,"Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Meteorology and Climatology,"Temperature, Precipitation, Snow",,,
2/3/2018 20:27:19,PE,"Epiphytic lichen indication of nitrogen deposition and climate in the northern rocky mountains, USA",114,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.8798202,-113.9627224",Forest: temperate,"0200 - Upper Columbia, 0401 - Snake headwaters, 0402 - Upper Snake, 0602 - Salmon","Gridded or polygons, Point data collected specifically for this study",Ecology,"Temperature, Precipitation, Snow, Forest Ecology, Management",,,
2/1/2018 12:13:32,SH,"Epiphytic lichen indication of nitrogen deposition and climate in the northern rocky mountains, USA",114,Impacts,"Projected impacts, Observed impacts",Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","Idaho, Wyoming, Montana",Forest: temperate,"0102 - Pend Oreille, 0200 - Upper Columbia, 0401 - Snake headwaters, 0602 - Salmon","Gridded or polygons, Point data collected specifically for this study","Meteorology and Climatology, Ecology",Forest Ecology,,,
1/10/2018 18:19:24,AM,Recent tree mortality and recruitment in mature and old-growth forests in western Washington,115,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.8600215,-121.8550078",Forest: temperate,0701 - Middle Columbia,Point data collected specifically for this study,Ecology,Forest Ecology,,,
1/5/2018 15:50:36,MF,Recent tree mortality and recruitment in mature and old-growth forests in western Washington,115,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","46.1298458,-123.8925035; 46.8602347,-121.9950948; 45.4719841,-125.5315344",,"0200 - Upper Columbia, 0300 - Yakima, 0900 - Willamette","Gridded, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Range Shifts, Timber production/Silviculture, Forest Ecology",,,
1/18/2018 13:15:25,DH,Projections of Contemporary and Future Climate Niche for Wyoming Big Sagebrush (Artemisia tridentata subsp wyomingensis): A Guide for Restoration,116,Impacts,Projected impacts,900m2 - 1km2,Western US and/or Western US plus Canada,,Grassland: temperate,,Gridded,Ecology,"Temperature, Precipitation, Snow, Terrestrial wildlife, Range Shifts, Soils, Management",,,
