Timestamp,name,title,paper_id,"Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation?","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,Select at least one option every time. Which HUC 6 watershed(s) did the study take place?,"Enter place name and GPS points if they are easily identifiable (e.g., study includes point data).",What discipline(s) does this study address?,What topic(s) does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
5/10/2018 11:53:57,mf,recent bark beetle outbreaks have little impact on streamflow in the western united states,401,impacts,no,no,forest: temperate,western us and/or western us plus canada,"0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0200 - upper columbia, 0300 - yakima, 0401 - snake headwaters (yellowstone np and tetons np), 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0900 - willamette (hj andrews experimental forest)","this study includes a case study map with more than 5 study locations over large extent, na/not appropriate for point data","hydrology, ecology","temperature, precipitation, streamflow/stream forecasting, water quantity, pests and disease, forest ecology",NA,NA,NA,no
5/17/2018 13:44:54,am,"longitudinal changes in stream invertebrate assemblages of grand teton national park, wyoming",402,impacts,no,no,freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"grand teton national park; 43.7761852,-110.8281018",ecology,"streamflow/stream forecasting, river geomorphology and restoration, aquatic habitat, water quality, entomology, forest ecology",NA,NA,NA,yes
5/14/2018 15:36:01,mf,"longitudinal changes in stream invertebrate assemblages of grand teton national park, wyoming",402,impacts,no,no,freshwater: streams and rivers,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"grand teton national park; 43.7761852,-110.8281018",ecology,"streamflow/stream forecasting, river geomorphology and restoration, aquatic habitat, water quality, entomology, forest ecology",NA,NA,NA,yes
7/5/2018 14:27:28,cc,"low genetic diversity, restricted dispersal, and elevation-specific patterns of population decline in american pikas in an atypical environment",403,impacts,no,no,"grassland: temperate, forest: temperate",1-100 km2 (huc 12 is 100 km2),0800 - lower columbia (southeast mount rainier),"columbia river gorge; 45.725890, -121.572201",biology,"temperature, precipitation, terrestrial wildlife, species range shifts",NA,NA,NA,yes
5/15/2018 12:59:40,am,"low genetic diversity, restricted dispersal, and elevation-specific patterns of population decline in american pikas in an atypical environment",403,impacts,no,no,"grassland: temperate, forest: temperate",1-100 km2 (huc 12 is 100 km2),0800 - lower columbia (southeast mount rainier),"columbia river gorge; 45.725890, -121.572201",biology,"temperature, precipitation, terrestrial wildlife, species range shifts",NA,NA,NA,yes
6/8/2018 6:12:47,sh,climate change vulnerabilities and adaptation options for forest vegetation management in the northwestern usa,404,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0200 - upper columbia, 0502 - middle snake - powder, 0601 - lower snake",na/not appropriate for point data,"policy or management, ecology","temperature, precipitation, pests and disease, species range shifts, wildfire, forest ecology, policy, management",NA,NA,NA,no
6/8/2018 9:24:04,am,climate change vulnerabilities and adaptation options for forest vegetation management in the northwestern usa,404,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane (mica cr. exp. watershed), 0200 - upper columbia, 0502 - middle snake - powder, 0601 - lower snake",na/not appropriate for point data,"policy or management, ecology","temperature, precipitation, pests and disease, species range shifts, wildfire, forest ecology, policy, management",NA,NA,NA,no
6/8/2018 8:50:36,am,"complex challenges of maintaining whitebark pine in greater yellowstone under climate change: a call for innovative research, management, and policy approaches",405,adaptation,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",na/not appropriate for point data,"forestry, policy or management","temperature, snow, water quantity, species invasion, pests and disease, species range shifts, wildfire, forest ecology, soils, policy, management",NA,NA,NA,no
6/14/2018 15:33:59,pe,"complex challenges of maintaining whitebark pine in greater yellowstone under climate change: a call for innovative research, management, and policy approaches",405,adaptation,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",na/not appropriate for point data,"forestry, policy or management","temperature, snow, water quantity, species invasion, pests and disease, species range shifts, wildfire, forest ecology, soils, policy, management",NA,NA,NA,no
5/10/2018 12:00:16,mf,assessing differences in snowmelt-dependent hydrologic projections using cmip3 and cmip5 climate forcing data for the western united states,406,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quantity, soils",NA,NA,NA,no
7/9/2018 10:32:55,am,assessing differences in snowmelt-dependent hydrologic projections using cmip3 and cmip5 climate forcing data for the western united states,406,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,"meteorology and climatology, hydrology","temperature, precipitation, snow, streamflow/stream forecasting, water quantity, soils",NA,NA,NA,no
5/14/2018 15:42:52,mf,"get real: climate change and all that ""it' entails",407,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,anthropology/sociology,"pests and disease, agriculture, attitudes and beliefs, management",not quite sure about location - given that it is a review of us agriculture and bc bark beetle outbreak. kind of a weird paper to classify,NA,NA,no
5/17/2018 13:50:00,am,"get real: climate change and all that ""it' entails",407,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,anthropology/sociology,"pests and disease, agriculture, attitudes and beliefs, management",not really spatially explicit - just about bark beetles in bc (and other topics),NA,NA,no
5/15/2018 13:02:14,am,projected major fire and vegetation changes in the pacific northwest of the conterminous united states under selected cmip5 climate futures,408,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, terrestrial wildlife, wildfire, mathematics, vegetation modeling, forest ecology, management",NA,NA,NA,no
7/5/2018 14:45:48,cc,projected major fire and vegetation changes in the pacific northwest of the conterminous united states under selected cmip5 climate futures,408,impacts,yes,no,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,ecology,"temperature, precipitation, terrestrial wildlife, wildfire, mathematics, vegetation modeling, forest ecology, management",NA,NA,NA,no
6/8/2018 6:16:23,sh,snowpack sensitivity to perturbed climate in a cool mid-latitude mountain catchment,409,impacts,yes,no,"forest: temperate, desert: semi-arid desert",point or plot scale,"0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds mountain east; 42.989752,-116.7096607",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting",NA,NA,NA,no
6/8/2018 9:28:44,am,snowpack sensitivity to perturbed climate in a cool mid-latitude mountain catchment,409,impacts,yes,no,"forest: temperate, desert: semi-arid desert",point or plot scale,"0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","reynolds mountain east; 42.989752,-116.7096607",hydrology,"temperature, precipitation, snow, streamflow/stream forecasting",NA,NA,NA,no
5/8/2018 10:47:33,am,forest structure and species traits mediate projected recruitment declines in western us tree species,411,impacts,yes,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, species range shifts, timber production/silviculture, forest ecology, management",NA,NA,NA,no
5/10/2018 12:04:44,mf,forest structure and species traits mediate projected recruitment declines in western us tree species,411,impacts,yes,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, species range shifts, timber production/silviculture, forest ecology, management",NA,NA,NA,no
5/14/2018 15:49:14,mf,a model for mountain pine beetle outbreaks in an age-structured forest: predicting severity and outbreak-recovery cycle period,412,impacts,yes,no,forest: temperate,western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, pests and disease, forest ecology, mathematics",NA,NA,NA,no
5/17/2018 13:59:37,am,a model for mountain pine beetle outbreaks in an age-structured forest: predicting severity and outbreak-recovery cycle period,412,impacts,yes,no,forest: temperate,western us and/or western us plus canada,"all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,ecology,"temperature, pests and disease, forest ecology, mathematics","not spatially explicit, so the location answers are sort of weird/wrong.",NA,NA,no
