reviewer,title,paper_id,inclusion_IAM,impacts,resolution,extent,location,biome,huc6,data_type,discipline,topic,concerns,notes1,notes2
MF,Changes in Snow Mass Balance in the Canadian Rocky Mountains Caused by CO2 Rise: Regional Atmosphere Model Results,85,Impacts,Projected impacts,>1km2 - 10km2 (city of Moscow is 2.6 km2),Western US and/or Western US plus Canada,"Western United States, British Columbia",N/A (not biome specific or all biomes - see codebook),"All CRB, both US and Canada",Gridded or polygons,Meteorology and Climatology,"Temperature, Precipitation, Snow, Glaciers, Streamflow/stream forecasting, Water quality, Water quantity, Soils, Management, Carbon Emissions",NA,NA,NA
MF,"An Overview of the Columbia Basin Climate Change Scenarios Project: Approach, Methods, and Summary of Key Results",86,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Columbia River Basin,N/A (not biome specific or all biomes - see codebook),"All CRB, both US and Canada",Review,Meteorology and Climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, River geomorphology and restoration, Groundwater, Water quantity","I don't think the boreal forest biome is in the CRB. I had a hard time selecting a discipline so I added climate change, since it's a focused review about climate change",NA,"Results from the study show profound changes in spring snowpack and fundamental shifts from snow and mixed-rain-and-snow to rain-dominant behaviour across most of the domain. Associated shifts in streamflow timing from spring and summer to winter are also evident in basins with significant snow accumulation in winter (for the current climate). Potential evapotranspiration increases over most of the PNW in summer because of rising temperatures; however, actual evapotranspiration is reduced in all but a few areas of the domain because evapotranspiration is mostly water limited in summer, and summer precipitation decreases in the simulations. Simulated widespread increases in soil moisture recharge in fall and winter in areas with significant snow accumulation in winter (for the current climate) support hypotheses of increased landslide risk and sediment transport in winter in the future. Simulations of floods and extreme low flows increase in intensity for most of the river sites included in the study. The largest increases in flooding are in mixed-rain-and-snow basins whose current mid-winter temperatures are within a few degrees of freezing."
PE,"An Overview of the Columbia Basin Climate Change Scenarios Project: Approach, Methods, and Summary of Key Results",86,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Columbia River Basin,N/A (not biome specific or all biomes - see codebook),"All CRB, both US and Canada",Review,Meteorology and Climatology,"Temperature, Precipitation, Snow, Streamflow/stream forecasting, River geomorphology and restoration, Groundwater, Water quantity",NA,NA,NA
AM,Effect of crown class and habitat type on climate-growth relationships of ponderosa pine and Douglas-fir,87,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"48.6599282,-117.6229706",Forest: temperate,"0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia","Gridded, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Dendrochronology, Management",NA,NA,NA
MF,Effect of crown class and habitat type on climate-growth relationships of ponderosa pine and Douglas-fir,87,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),NA,Forest: temperate,"0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia","Gridded, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Timber production/Silviculture, Forest Ecology, Dendrochronology, Management",silviculture is a type of management,NA,NA
DH,Postfire Downy Brome (Bromus tectorum) Invasion at High Elevations in Wyoming,88,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lander, WY........",NA,NA
MF,Postfire Downy Brome (Bromus tectorum) Invasion at High Elevations in Wyoming,88,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC,Uncertainties in Hydrologic and Climate Change Impact Analyses in Headwater Basins of British Columbia,89,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Interesting paper about hydrology but, from fig 1, no points are within the CRB","In British Columbia (BC), there are few examples
of uncertainty analysis for climate impacts studies on
hydrology. Examining the impacts of climate change
on hydrology and basin water budgets within British
Columbia is uniquely difficult owing to ubiquitous nival
or mixed-nival watershed regimes across the province,
which might be a reason why uncertainty analysis has yet
to be undertaken",NA
DH,Uncertainties in Hydrologic and Climate Change Impact Analyses in Headwater Basins of British Columbia,89,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,"specifically defined as out of the crb, only in the fraser, peace, and coast of BC...",NA,NA
AM,SECONDARY CONTROLS OF ALPINE TREELINE ELEVATIONS IN THE WESTERN USA,90,Impacts,Climate change implications,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Forest: temperate","0102 - Pend Oreille, 0200 - Upper Columbia, 0402 - Upper Snake, 0602 - Salmon, 0701 - Middle Columbia","Gridded or polygons, Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Snow, Water quantity, Range Shifts","Not sure whether to call this forested or alpine biome. Also, climate change connection is a little slim.",NA,NA
DH,SECONDARY CONTROLS OF ALPINE TREELINE ELEVATIONS IN THE WESTERN USA,90,Impacts,Climate change implications,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Forest: temperate","0102 - Pend Oreille, 0200 - Upper Columbia, 0402 - Upper Snake, 0602 - Salmon, 0701 - Middle Columbia","Gridded or polygons, Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Snow, Water quantity, Range Shifts",NA,NA,NA
DH,SECONDARY CONTROLS OF ALPINE TREELINE ELEVATIONS IN THE WESTERN USA,90,Impacts,Climate change implications,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Forest: temperate","0102 - Pend Oreille, 0200 - Upper Columbia, 0402 - Upper Snake, 0602 - Salmon, 0701 - Middle Columbia","Gridded or polygons, Point data NOT collected specifically for this study",Forestry,"Temperature, Precipitation, Snow, Water quantity, Range Shifts",NA,NA,NA
DH,"Area change of glaciers in the Canadian Rocky Mountains, 1919 to 2006",91,Impacts,"Observed impacts, Climate change implications",1-900 m2 (1-30m; Landsat size or smaller),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","British Columbia, 52.172142,-117.0682955",Alpine/tundra,Columbia (Canada),"Gridded or polygons, Point data collected specifically for this study, Point data NOT collected specifically for this study, Policy data",Meteorology and Climatology,"Temperature, Precipitation, Snow, Glaciers, Attitudes and Beliefs, Management",NA,NA,NA
PE,"Area change of glaciers in the Canadian Rocky Mountains, 1919 to 2006",91,Impacts,"Observed impacts, Climate change implications",Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","52.1944999,-117.3928927",Alpine/tundra,Columbia (Canada),"Gridded or polygons, Point data collected specifically for this study, Point data NOT collected specifically for this study, Policy data",Meteorology and Climatology,"Temperature, Precipitation, Snow, Glaciers, Attitudes and Beliefs, Management",NA,NA,NA
AM,A Landsat time series approach to characterize bark beetle and defoliator impacts on tree mortality and surface fuels in conifer forests,92,Impacts,Climate change implications,Point or plot scale,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","45.3736141,-121.7047059,15",Forest: temperate,"0701 - Middle Columbia, 0800 - Lower Columbia, 0703 - Deschutes, 0900 - Willamette","Gridded, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Forestry,"Temperature, Precipitation, Pests and disease, Timber production/Silviculture, Forest Ecology, Soils",Tempting to toss this one out as not climate change related enough,NA,NA
DH,A Landsat time series approach to characterize bark beetle and defoliator impacts on tree mortality and surface fuels in conifer forests,92,Impacts,Climate change implications,Point or plot scale,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","45.3736141,-121.7047059,15z",Forest: temperate,"0701 - Middle Columbia, 0800 - Lower Columbia, 0703 - Deschutes, 0900 - Willamette","Gridded, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Forestry,"Temperature, Precipitation, Pests and disease, Timber production/Silviculture, Forest Ecology, Soils",NA,NA,NA
DH,Influence of the PNA on declining mountain snowpack in the Western United States,93,Impacts,"Observed impacts, Climate change implications",>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,Western United States,N/A (not biome specific or all biomes - see codebook),"All CRB, both US and Canada","Gridded or polygons, Points in an observation network (e.g. SNOTEL)","Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Forest Ecology, Management",NA,NA,NA
MF,Influence of the PNA on declining mountain snowpack in the Western United States,93,Impacts,"Observed impacts, Climate change implications",Point or plot scale,Western US and/or Western US plus Canada,Western United States,N/A (not biome specific or all biomes - see codebook),"All CRB, both US and Canada","Gridded or polygons, Points in an observation network (e.g. SNOTEL)","Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Water quantity, Forest Ecology, Management",NA,NA,NA
DH,Density-dependent population dynamics of mountain pine beetle in thinned and unthinned stands,94,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","50.9769367,-115.9613989; 48.5416196,-115.4351781;  47.5832638,-115.6018355; 44.3027172,-110.6196531",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0401 - Snake headwaters, Kooteney (Canada)","Point data collected specifically for this study, Point data NOT collected specifically for this study",Forestry,"Temperature, Species Invasion, Pests and disease, Timber production/Silviculture, Forest Ecology",NA,NA,NA
MF,Density-dependent population dynamics of mountain pine beetle in thinned and unthinned stands,94,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","50.9769367,-115.9613989; 48.5416196,-115.4351781;  47.5832638,-115.6018355; 44.3027172,-110.6196531",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0401 - Snake headwaters, Kooteney (Canada)","Point data collected specifically for this study, Point data NOT collected specifically for this study",Forestry,"Temperature, Species Invasion, Pests and disease, Timber production/Silviculture, Forest Ecology",NA,NA,NA
MF,"Effects of wildfire on stream temperatures in the Bitterroot River Basin, Montana",95,Impacts,Climate change implications,Point or plot scale,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","45.9165842,-114.3018074",Forest: temperate,0102 - Pend Oreille,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Forestry,"Temperature, Water quality, Wildfire, Forest Ecology, Aquatic habitat",I will consistently refer to water temperature as water quality.,NA,NA
PE,"Effects of wildfire on stream temperatures in the Bitterroot River Basin, Montana",95,Impacts,Climate change implications,Point or plot scale,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","45.9165842,-114.3018074",Forest: temperate,0102 - Pend Oreille,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Forestry,"Temperature, Water quality, Wildfire, Forest Ecology, Aquatic habitat",NA,NA,NA
CMC,Decline of planted lodgepole pine in the southern interior of british columbia,96,Impacts,"Observed impacts, Climate change implications",Point or plot scale,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",British Columbia,Forest: temperate,"Kooteney (Canada), Columbia (Canada), Okanagan (Canada)","Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study",Forestry,"Temperature, Precipitation, Range Shifts, Timber production/Silviculture, Forest Ecology",NA,NA,NA
