reviewer,title,paper_id,inclusion_IAM,projected,observed,biome,extent,huc6,location,discipline,topic,concerns,notes1,notes2,new_data
mf,early indicators of change: divergent climate envelopes between tree life stages imply range shifts in the western united states,374,impacts,no,yes,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"temperature, precipitation, species range shifts, timber production/silviculture, forest ecology",NA,NA,NA,no
mf,a 100-year conservation experiment: impacts on forest carbon stocks and fluxes,375,mitigation,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","kooteney (canada), columbia (canada)","glacier national park of canda; 51.335289,-117.5319482; yoho national park; 51.4666667,-116.585522; kootenay national park; 50.9769367,-115.9613989;","forestry, ecology","wildfire, timber production/silviculture, forest ecology, management, carbon emissions, carbon cycle",NA,NA,NA,no
am,a 100-year conservation experiment: impacts on forest carbon stocks and fluxes,375,mitigation,no,no,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","kooteney (canada), columbia (canada)","glacier national park of canda; 51.335289,-117.5319482; yoho national park; 51.4666667,-116.585522; kootenay national park; 50.9769367,-115.9613989;","forestry, ecology","wildfire, timber production/silviculture, forest ecology, management, carbon emissions, carbon cycle",NA,NA,NA,no
am,"tree growth and climate in the pacific northwest, north america: a broad-scale analysis of changing growth environments",376,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","all washington, all oregon",na/not appropriate for point data,ecology,"temperature, precipitation, forest ecology, dendrochronology, species range shifts",NA,NA,NA,no
cc,"tree growth and climate in the pacific northwest, north america: a broad-scale analysis of changing growth environments",376,impacts,yes,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","all washington, all oregon",na/not appropriate for point data,ecology,"temperature, precipitation, forest ecology, dendrochronology, species range shifts",NA,NA,NA,no
am,"impacts of dams on flow regimes in three headwater subbasins of the columbia river basin, united states",379,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","payette river; 44.0787971,-115.6394286; columbia falls; 48.371128,-114.2093926","hydrology, policy or management","temperature, precipitation, streamflow/stream forecasting, management",NA,NA,NA,no
mf,"impacts of dams on flow regimes in three headwater subbasins of the columbia river basin, united states",379,impacts,no,yes,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","payette river; 44.0787971,-115.6394286; columbia falls; 48.371128,-114.2093926","hydrology, policy or management","temperature, precipitation, streamflow/stream forecasting, management",NA,NA,NA,no
am,"factors influencing legacy pollutant accumulation in alpine osprey: biology, topography, or melting glaciers?",380,impacts,no,no,alpine/tundra,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,"environmental chemistry and toxicology, ecology","temperature, precipitation, species range shifts, snow, glaciers, lacustrine systems, terrestrial wildlife, persistent organic pollutants",NA,NA,NA,yes
mf,"factors influencing legacy pollutant accumulation in alpine osprey: biology, topography, or melting glaciers?",380,impacts,no,no,alpine/tundra,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,"environmental chemistry and toxicology, ecology","temperature, precipitation, species range shifts, snow, glaciers, lacustrine systems, terrestrial wildlife, persistent organic pollutants",NA,NA,NA,yes
am,modeling lodgepole and jack pine vulnerability to mountain pine beetle expansion into the western canadian boreal forest,382,impacts,yes,yes,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, pests and disease, wildfire, forest ecology, dendrochronology, species range shifts",NA,NA,NA,no
sh,modeling lodgepole and jack pine vulnerability to mountain pine beetle expansion into the western canadian boreal forest,382,impacts,yes,yes,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,ecology,"temperature, precipitation, pests and disease, wildfire, forest ecology, dendrochronology, species range shifts",NA,NA,NA,no
am,a grid-based approach for simulating stream temperature,383,impacts,no,no,freshwater: streams and rivers,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0602 - salmon (includes bitterroot mt.s),na/not appropriate for point data,hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, soils, management",NA,NA,NA,no
pe,a grid-based approach for simulating stream temperature,383,impacts,no,no,freshwater: streams and rivers,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0602 - salmon (includes bitterroot mt.s),na/not appropriate for point data,hydrology,"temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, soils, management",NA,NA,NA,no
am,survival and population size of a resident bird species are declining as temperature increases,384,impacts,no,yes,forest: temperate,1-100 km2 (huc 12 is 100 km2),0402 - upper snake,"south hills twin falls idaho, 42.5526152,-114.4847676","biology, ecology","temperature, precipitation, terrestrial wildlife, pests and disease, forest ecology, species range shifts",had to estimate location; no map,NA,NA,yes
mf,survival and population size of a resident bird species are declining as temperature increases,384,impacts,no,yes,forest: temperate,1-100 km2 (huc 12 is 100 km2),0402 - upper snake,"south hills twin falls idaho, 42.5526152,-114.4847676","biology, ecology","temperature, precipitation, terrestrial wildlife, pests and disease, forest ecology, species range shifts",NA,NA,NA,yes
am,climate change could alter the distribution of mountain pine beetle outbreaks in western canada,385,impacts,yes,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, pests and disease, species range shifts, forest ecology",NA,NA,NA,no
mf,climate change could alter the distribution of mountain pine beetle outbreaks in western canada,385,impacts,yes,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, pests and disease, species range shifts, forest ecology",NA,NA,NA,no
mf,enhanced sediment delivery in a changing climate in semi-arid mountain basins: implications for water resource management and aquatic habitat in the northern rocky mountains,386,impacts,yes,yes,freshwater: streams and rivers,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,"hydrology, geology","temperature, precipitation, climate oscilations (enso, pdo), streamflow/stream forecasting, river geomorphology and restoration, water quality, soils, management",NA,NA,NA,no
sh,enhanced sediment delivery in a changing climate in semi-arid mountain basins: implications for water resource management and aquatic habitat in the northern rocky mountains,386,impacts,yes,yes,freshwater: streams and rivers,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0502 - middle snake - powder, 0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s)",na/not appropriate for point data,"hydrology, geology","temperature, precipitation, climate oscilations (enso, pdo), streamflow/stream forecasting, river geomorphology and restoration, water quality, soils, management",NA,NA,NA,no
