"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IRBJS2UN","journalArticle","2011","Osbahr, Henny; Dorward, Peter; Stern, Roger; Cooper, Sarah","SUPPORTING AGRICULTURAL INNOVATION IN UGANDA TO RESPOND TO CLIMATE RISK: LINKING CLIMATE CHANGE AND VARIABILITY WITH FARMER PERCEPTIONS","Experimental Agriculture","","0014-4797","10.1017/S0014479710000785","","SUMMARY This paper investigates farmers??? perceptions of climate change and variability in southwest Uganda and compares them with daily rainfall and temperature measurements from the 1960s to the present, including trends in daily rainfall and temperature, seasonality, changing probability of risk and intensity of rainfall events. Statistical analyses and modelling of rainfall and temperature were performed and contrasted with qualitative data collected through a semi-structured questionnaire. The fieldwork showed that farmers perceived regional climate to have changed in the past 20 years. In particular, farmers felt that temperature had increased and seasonality and variability had changed, with the first rainy season between March and May becoming more variable. Farmers reported detailed accounts of climate characteristics during specific years, with recent droughts in the late 1990s and late 2000s confirming local perceptions that there has been a shift in climate towards more variable conditions that are less favourable to production. There is a clear signal that temperature has been increasing in the climate data and, to a lesser extent, evidence that the reliability of rains in the first season has decreased slightly. However, rainfall measurements do not show a downward trend in rainfall amount, a significant shift in the intensity of rainfall events or in the start and end of the rainy seasons. We explore why there are some differences between farmers??? perceptions and the climate data due to different associations of risk between ideal rainfall by farmers, including the amount and distribution needed for production, meteorological definitions of normal rainfall or the long-term statistical mean and its variation, and the impact of higher temperatures. The paper reflects on the methodological approach and considers the implications for communicating information about risk to users in order to support agricultural innovation.","2011","2016-03-17 18:19:06","2016-03-17 18:19:06","","293–316","","2","47","","","SUPPORTING AGRICULTURAL INNOVATION IN UGANDA TO RESPOND TO CLIMATE RISK","","","","","","","","","","","","Primo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRETHB6P","statute","","","Constitution of the United States","","","","","http://www.senate.gov/civics/constitution_item/constitution.htm","","","2016-02-26 04:43:04","2016-02-26 04:43:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ISUPEKZD","webpage","","","SAFE AIR FOR EVERYONE; AMERICAN  LUNG ASSOCIATION OF IDAHO; NOËL STURGEON, Petitioners, v. UNITED STATES ENVIRONMENTAL PROTECTION AGENCY; STEPHEN L. No. 05-75269 JOHNSON, Administrator of the EPA No. United States Environmental  ID-03-003 Protection Agen - Google Search","","","","","https://www.google.com/search?q=SAFE+AIR+FOR+EVERYONE%3B+AMERICAN+%EF%A3%BC+LUNG+ASSOCIATION+OF+IDAHO%3B+NO%C3%8BL+STURGEON,+Petitioners,+v.+UNITED+STATES+ENVIRONMENTAL+PROTECTION+AGENCY%3B+STEPHEN+L.+No.+05-75269+JOHNSON,+Administrator+of+the+EPA+No.+United+States+Environmental+%EF%A3%BD+ID-03-003+Protection+Agen&hl=en&authuser=0","","","2016-10-12 16:14:07","2016-10-12 16:14:07","2016-10-12 16:14:07","","","","","","","","","","","","","","","","","","","","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\DMQVV3WC\search.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IU8UT29P","journalArticle","2002","Azzaino, Zevi; Conrad, Jon M.; Ferraro, Paul J.","Optimizing the Riparian Buffer: Harold Brook in the Skaneateles Lake Watershed, New York","Land Economics","","","","http://le.uwpress.org/content/78/4/501.short","","2002","2016-06-09 20:37:33","2016-06-09 20:37:33","2016-06-09 20:37:33","501–514","","4","78","","","Optimizing the Riparian Buffer","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\N8848NHT\501.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVX746GZ","journalArticle","2003","Martin, Philip E.; Umberger, Brian R.","Trends in interdisciplinary and integrative graduate training: An NSF IGERT example","Quest","","","","http://www.tandfonline.com/doi/abs/10.1080/00336297.2003.10491792","","2003","2016-03-09 22:21:27","2016-03-09 22:21:27","2016-03-09 22:21:27","86–94","","1","55","","","Trends in interdisciplinary and integrative graduate training","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\HXSUX4UW\00336297.2003.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IXKFMTQJ","journalArticle","2014","Finn, D S; ZamoraMunoz, C; Murria, C; SainzBariain, M; AlbaTercedor, J","Evidence from Recently Deglaciated Mountain Ranges That Baetis alpinus [Ephemeroptera] Could Lose Significant Genetic Diversity as Alpine Glaciers Disappear","Freshwater Science","","21619565","","http://ida.lib.uidaho.edu:2048/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ffw&AN=1013089&site=ehost-live&scope=site","Climate change will cause relict alpine glaciers to disappear within decades. Associated high-altitude streams will face significant hydrological changes that might affect population genetic diversity of lotic species. In a recent study of glacier-fed streams in the Pyrenees, Finn et al. ( 2013 ) predicted that a large proportion of regional genetic diversity of the mayfly Baetis alpinus would be lost as glacial meltwater sources disappear. We expanded the analysis of Finn et al. to include genetic data (mitochondrial barcoding region) collected from B. alpinus occupying recently deglaciated locations including multiple basins in 2 mountain ranges (Sierra Nevada and Picos de Europa) on the Iberian Peninsula and 1 additional, deglaciated Pyrenean basin. We hypothesized that regional genetic diversity at scales of entire mountain ranges (γ diversity) and population structure within ranges (β diversity) would be lower in recently deglaciated mountain ranges than in the still-glaciated Pyrenees. For 4 cryptic lineages of the B. alpinus species complex in 3 mountain ranges, we found significantly lower genetic diversity in recently deglaciated than glaciated regions. β and γ genetic diversity were correlated, suggesting that population structure (β) strongly influences total regional diversity. Results support the hypothesis of Finn et al. ( 2013 ) that disappearance of alpine glaciers will result in substantial loss of genetic diversity. The distinctive hydrological environment created by glacial meltwater might drive an interaction between reproductive barriers (between highly and minimally glacier-influenced reaches within basins) and physical barriers (isolating highly glacier-influenced reaches among basins) that amplifies regional genetic diversity in mountain ranges still containing alpine glaciers","2014-01-01","2017-02-21 22:50:26","2017-02-21 22:50:26","","207-216","","1","33","","Freshwater Science","","","","","","","","Language: English.","","","Fish, Fisheries & Aquatic Biodiversity Worldwide","","NISC South Africa","","","","","","Climatology / climate change; genetic data; genetic diversity; Genetics / Strains / Stock identification; glacial meltwater sources; hydrological changes; hydrological environment; Hydrology; insects; physical barriers; population structure; pyrenees; rivers / lakes; Snow / Ice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4G7F733","case","2009","","Kansas v. Colorado, 150 U.S.","","","","","http://www.supremecourt.gov/opinions/08pdf/105Orig.pdf","","2009","2016-02-26 18:15:32","2016-02-26 18:18:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J86GEGZV","journalArticle","","Falck, W. Eberhard; Spangenberg, Joachim H.","Selection of social demand-based indicators: EO-based indicators for mining","Journal of Cleaner Production","","0959-6526","10.1016/j.jclepro.2014.02.021","","Achieving the social license to operate is a key condition for successfully establishing and running a mining project. The social license requires trust between the different actors, and trust requires knowledge. Based on the supposition that knowledge on complex scientific, technical and socio-economic issues can best be framed and communicated in form of indicators, the paper sets out to describe a practical process of indicator development and testing. The objective was to arrive at a stakeholder-need, rather than expert-judgement driven process for indicator development and for the selection of techniques to support these indicators.These processes were developed and tested in the framework of the European Commission project EO-Miners. Results from deploying the process at three demonstration sites in the Czech Republic, Kyrgyzstan and South Africa are presented. These experiences provide the basis for discussing the practical constraints such processes face.The paper describes the necessary qualities of such indicators: those derived by the methodology described (see supplement) confirm to these criteria.","1","2016-02-28 22:05:57","2016-02-28 22:05:57","","193–203","","","84","","","Selection of social demand-based indicators","","","","","","","eng","","","","","Primo","","","","","","","Mining; Stakeholder Interaction; Sustainability Indicators; Transdisciplinarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9IWVSMP","journalArticle","2013","Strong, Aaron","Measuring Environmental Quality: Ecosystem Services or Human Health Effects","Journal of Agricultural and Resource Economics","","1068-5502","","","","2013","2016-04-07 04:28:44","2016-04-07 04:28:44","","344–358","","3","38","","","Measuring Environmental Quality","","","","","","","eng","","","","","Primo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JB3NZQH9","journalArticle","2013","Walls, Susan C.; Barichivich, William J.; Brown, Mary E.; Scott, David E.; Hossack, Blake R.","Influence of drought on salamander occupancy of isolated wetlands on the southeastern coastal plain of the United States","Wetlands","","","","http://link.springer.com/article/10.1007/s13157-013-0391-3","","2013","2016-04-27 16:34:01","2016-04-27 16:34:01","2016-04-27 16:34:01","345–354","","2","33","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\coope\AppData\Roaming\Zotero\Zotero\Profiles\istgp9md.default\zotero\storage\ETK929HD\s13157-013-0391-3.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
